dba_name,community_areas,census_tracts,no_of_violations,crime_count
governor,14.0,258.0,5.666666666666667,6.0
grace african restaurant,31.0,241.0,10.5,12.25
gracie cafe,29.0,63.0,2.0,24.0
graham elliot,37.0,652.0,5.0,20.0
grand avenue shrimp house,19.0,307.0,2.75,12.75
grand china express,76.0,13.0,6.666666666666667,5.0
grand chinese kitchen,43.5,428.875,4.875,6.25
"grand chinese kitchen , chicago",40.0,1.0,13.0,8.0
grand citgo/ mr. sub dunkin donuts,25.0,485.0,7.0,21.5
grand katachi,6.0,225.0,7.5,8.0
grand palace,35.0,346.0,5.333333333333333,2.1666666666666665
grand river,57.0,712.0,4.333333333333333,13.666666666666666
grand sub,24.0,454.0,3.0,27.333333333333332
grand triple crown,58.0,59.0,10.6,3.6
grandaddys subs inc.,29.0,757.0,4.5,22.5
grandbar,25.0,520.0,10.0,19.0
grande noodles,10.0,242.0,6.0,15.0
grandma j inc.,24.0,455.0,4.75,23.0
"grandpa delight, inc",56.0,719.0,2.0,3.0
grandview tavern beer garden,25.0,521.0,6.166666666666667,22.333333333333332
grange hall burger bar,29.0,63.0,4.4,22.8
granny b,64.0,383.0,6.166666666666667,18.333333333333332
"granville donuts, inc. dba dunkin donuts",76.0,46.0,2.0,6.0
grass fed,25.0,438.0,11.0,22.0
grassroots,57.0,728.0,5.0,15.0
graze kitchenette,38.0,92.0,1.5,18.5
great american bagel,57.0,741.0,5.375,12.375
great buffet,32.0,263.0,11.333333333333334,9.0
"great china house, inc.",33.0,126.0,5.666666666666667,8.333333333333334
great dragon 28 inc.,22.0,138.0,4.5,4.5
great dragon 78,22.0,138.0,3.0,3.6666666666666665
great philly steak,63.0,318.0,5.0,5.0
great sea chinese restaurant,14.0,750.0,6.5,7.5
"great wall chinese restaurant, inc.",10.0,47.0,5.833333333333333,9.666666666666666
greek corner restaurant cafe,25.0,476.0,4.125,16.125
greek islands restaurant,29.0,91.0,5.0,22.833333333333332
greektown gyros,29.0,786.0,4.0,22.0
green apple cafe juice bar,38.0,580.0,5.6,18.4
green apple phoever,38.0,92.0,6.25,29.75
green apple yougurt more,38.0,92.0,4.0,24.5
green bean,68.0,794.0,11.0,19.0
green corner juice bar/coffee,23.0,178.0,1.5,18.5
green garden cafe,30.0,98.0,6.0,20.0
green monkey inc.,34.0,374.0,7.0,5.142857142857143
green river chicago,37.0,158.0,1.5,36.5
green st. smoked meats,29.0,63.0,9.5,24.5
green street local,29.0,91.0,7.333333333333333,21.666666666666668
green street smoked meats/high five ramen/sawada c,29.0,63.0,12.0,23.0
green tea japanese restaurant,68.0,207.0,6.0,13.857142857142858
green tomato cafe,30.0,800.0,9.5,26.833333333333332
green zebra,25.0,484.0,3.4,22.0
greenline coffee,9.0,331.0,5.333333333333333,9.666666666666666
greyhound lines inc,29.0,97.0,7.666666666666667,29.0
griddle 24,37.0,652.0,11.5,33.0
grill 87,44.0,473.0,3.0,4.0
grill and garden,76.0,540.0,4.75,7.0
grill inn,10.0,358.0,7.333333333333333,8.833333333333334
grill n griddle,29.0,784.0,4.0,15.0
grill-n-chill cafe,35.0,3.0,2.6666666666666665,2.3333333333333335
griller,38.0,92.0,4.0,24.666666666666668
grk greek kitchen,37.5625,120.875,5.0,27.375
grota restaurant,19.0,82.0,4.5,11.375
groucho bar grill,69.0,198.0,2.0,7.666666666666667
"ground control restaurant, llc",23.0,387.0,4.0,15.166666666666666
groundswell coffee roasters,6.0,28.0,3.0,8.0
groundswell llc,6.0,106.0,3.0,7.333333333333333
groundswellcoffee roasters,29.0,63.0,2.5,23.0
groupon (0848-01),37.0,108.0,5.0,18.0
gsb cafe,8.0,503.0,5.0,2.8
gt fast food,13.0,748.0,7.0,5.0
gt fish oysters,37.0,670.0,4.75,23.75
gt prime,37.0,670.0,2.5,35.0
guapo taco,55.0,687.0,3.5,4.0
"guaranteed rate, inc",46.0,644.0,4.0,3.5
guckenheimer @ mars itc.,37.0,108.0,5.25,25.75
guckenheimer at jenner block,37.0,670.0,2.5714285714285716,25.428571428571427
guckenheimer cna,38.0,367.0,6.125,23.5
guckenheimer groupon,37.0,108.0,8.6,29.0
"guckenheimer services, llc",38.0,92.0,2.5,28.5
guckenheimer wrigley,37.0,108.0,0.0,27.0
guerrerense restaurant,19.0,305.0,7.0,14.333333333333334
guerrero tacos and pizza,25.0,302.0,4.428571428571429,21.285714285714285
guerreros pizza inc,32.0,203.0,5.5,13.333333333333334
guey lon restaurant,16.0,326.0,3.2,7.6
guide sports club,53.0,173.0,1.5,4.0
gulliver inc,20.0,359.0,8.25,11.0
gus remus,27.0,619.0,9.0,12.666666666666666
gus world famous fried chicken,29.0,63.0,5.0,26.75
gusi pizza,48.0,174.0,2.6666666666666665,4.5
gwon lee inc.,44.0,473.0,6.5,2.0
gyro mena,57.0,681.0,3.5,13.666666666666666
gyro-mena,29.0,786.0,4.75,24.0
gyros 47,4.0,162.0,7.5,8.75
gyros on the spit,57.0,679.0,4.5,14.5
gyu-kaku restaurant,34.09090909090909,124.0909090909091,6.545454545454546,26.636363636363637
h& s food coffee shop,20.0,65.0,3.0,14.0
h-dogs,4.0,447.0,1.5,10.0
habana libre,25.0,484.0,4.625,19.375
habanero,37.0,652.0,2.25,25.25
habanero baja grill,30.5,668.6666666666666,2.3333333333333335,27.666666666666668
habetler bowl inc.,11.0,693.0,4.0,1.3333333333333333
habibi mediterranean mexican grill,13.0,167.0,7.5,1.5
"habibi restaurant cuisine, inc.",76.0,536.0,5.0,7.0
hachi kitchen,23.0,468.0,3.4,17.0
"hachi sushi, llc",40.857142857142854,381.57142857142856,1.7142857142857142,12.285714285714286
hacienda la amistad,6.0,225.0,3.0,7.0
"hacienda la amistad restaurant, corporation",6.0,225.0,7.857142857142857,8.428571428571429
hacienda los torres,19.0,307.0,5.333333333333333,14.0
hacienda pueblo viejo,53.0,607.0,4.0,1.0
hacienda restaurant,48.0,526.0,2.0,6.4
hackney printers' row,38.0,12.0,5.142857142857143,25.285714285714285
hadermoat restaurant,64.0,293.0,12.0,26.0
hai yen,31.0,634.0,8.857142857142858,8.714285714285714
haifa cafe,38.0,92.0,5.5,21.25
haifa cafe and fire chicken,38.0,367.0,9.0,23.0
"haifa on clinton, inc.",29.0,786.0,7.0,25.833333333333332
haire gulf shrimp,40.0,1.0,7.5,14.5
haisous,33.0,251.0,5.0,6.0
hakka bakka,68.0,210.0,8.4,11.0
hakuna matata inc.,30.0,35.0,4.5,24.0
hala in,14.0,751.0,5.833333333333333,7.0
hala in lakeview,57.0,684.0,5.0,16.666666666666668
halal burger,20.0,30.0,19.0,12.0
half acre beer company,32.666666666666664,636.6666666666666,4.666666666666667,5.0
half italian,23.0,72.0,4.8,15.6
half shell inc,57.0,684.0,5.333333333333333,15.666666666666666
half sour,38.0,12.0,10.0,31.0
halo asian mix,38.0,367.0,3.0,28.0
halsted bar grill,57.0,730.0,4.0,16.666666666666668
halsted bowl,50.0,7.0,7.0,10.0
halsted harp,68.0,744.0,7.0,13.0
"halsted shell, dunkin donuts, mr sub",72.0,592.0,5.333333333333333,9.333333333333334
halsted street deli,41.55102040816327,293.46938775510205,5.551020408163265,22.775510204081634
halsted street deli bagel,34.0,400.0,7.388888888888889,26.333333333333332
hamachi,20.0,359.0,10.333333333333334,10.5
hamburger heaven,58.0,723.0,11.0,3.0
hamburger heaven express inc.,58.0,723.0,6.0,8.0
hamburger mary chicago,76.0,564.0,7.0,5.75
hamburger mary chicago/mary rec room,76.0,564.0,7.0,5.5
hampton inn,38.0,92.0,2.0,24.5
hampton inn and homewood suites chicagodowntown/ma,37.0,158.0,5.666666666666667,27.5
hampton inn chicago downtown,38.0,580.0,2.0,27.333333333333332
hampton inn chicago-downtown/west loop,29.0,784.0,2.3333333333333335,23.333333333333332
hampton inn chicago/ loyola station,10.0,48.0,4.5,9.0
hampton inn suites,37.0,669.0,5.5,31.5
han 202,58.0,149.0,1.4,3.0
han bat restaurant,6.0,666.0,4.25,6.0
hana,29.0,759.0,3.0,18.333333333333332
hana restaurant,21.4,562.2,4.4,18.4
hanabi japanese restaurant,68.0,744.0,3.0,12.0
hanami,46.0,644.0,7.666666666666667,2.0
handcut foods,34.0,221.5,2.5,25.0
handcut foods llc,37.0,100.0,3.0,26.5
"handcut foods,llc",37.0,100.0,5.666666666666667,31.0
handlebar chicago,25.0,516.0,4.0,19.333333333333332
hands on inc,17.0,396.0,8.25,5.75
hands on thai sushi,15.0,259.0,7.333333333333333,8.666666666666666
hangry,19.0,304.0,6.0,5.0
hannah bretzel,34.91304347826087,504.2608695652174,3.0,25.0
hannah bretzel 161 n. clark llc,38.0,92.0,1.5,32.5
hannah bretzel 227 w. monroe llc,38.0,92.0,1.25,29.75
hannah bretzel llc,38.0,92.0,3.25,27.25
hannah brezel 233 n michigan llc,38.0,580.0,3.0,25.875
"happiness restaurant, inc.",58.0,171.0,8.2,5.2
happy cafe,35.0,3.0,5.0,1.6666666666666667
happy cake,33.0,365.0,5.666666666666667,7.0
happy camper,37.0,290.0,2.5,18.5
happy chinese kitchen,34.0,374.0,3.75,6.0
happy fish chicken,35.75,138.0,6.625,39.875
happy garden,17.0,457.0,4.75,2.25
happy pizza chicago #3,70.0,533.0,4.0,22.0
happy pollo inc.,19.0,77.0,11.0,22.0
happy wings,72.0,632.0,2.0,8.0
harborside international golf center pier 37 bar,48.0,174.0,6.5,5.25
hard rock cafe,37.0,670.0,3.1666666666666665,31.333333333333332
hard rock hotel,38.0,580.0,4.611111111111111,21.77777777777778
hard water bar grill,10.0,489.0,14.0,7.0
harmony restaurant,53.0,589.0,6.666666666666667,4.833333333333333
harold  chicken shack,59.0,788.0,4.5,13.5
harold chicken,34.57142857142857,236.71428571428572,4.857142857142857,15.285714285714286
harold chicken # 71,34.0,374.0,2.0,3.0
harold chicken #22,69.0,198.0,6.5,6.5
harold chicken #36,25.0,482.0,5.75,23.75
harold chicken #41,68.0,210.0,15.0,12.0
harold chicken #5,39.0,152.0,2.0,31.5
harold chicken 57 llc.,26.0,598.0,4.5,31.5
harold chicken shack,51.0,510.85714285714283,5.357142857142857,19.0
harold chicken shack #27,72.0,593.0,7.5,9.25
harold chicken shack #35,50.0,7.0,7.333333333333333,13.666666666666666
harold chicken shack #52,64.0,333.0,7.0,17.0
harold chicken shack #55,40.0,1.0,3.3333333333333335,16.0
"harold on wabash,inc.",38.0,368.0,7.5,27.5
harold washington college,38.0,580.0,9.0,29.5
harolds #82,67.0,497.0,4.0,20.0
harolds chicken,69.0,243.0,4.0,8.0
harolds chicken west loop 47,29.0,91.0,13.0,28.0
"harolds ii bar and grill, inc.",74.0,378.0,1.0,6.0
harrity sports bar grill,19.0,303.0,3.0,15.0
harry a akouris,65.0,432.0,6.0,19.0
harry cafe,37.0,158.0,4.5,30.0
harry cafe @ wms gaming,22.0,425.0,4.333333333333333,8.0
harry caray restaurant,37.0,669.0,6.428571428571429,21.714285714285715
harry caray seventh inning stretch,48.07692307692308,131.23076923076923,4.0,14.384615384615385
harry grill,65.0,277.0,6.333333333333333,21.333333333333332
harry s truman college,31.0,241.0,7.333333333333333,11.333333333333334
harry sandwich shop,38.0,92.0,4.0,22.2
harrys food inc,38.0,92.0,5.5,30.0
haru cafe,20.0,65.0,5.0,12.0
harvest juicery,29.0,63.0,3.25,18.5
harvey,58.0,149.0,5.25,6.25
hash,25.0,516.0,6.142857142857143,18.142857142857142
hash house a go go,37.0,17.0,9.666666666666666,23.166666666666668
hashbrowns,29.0,97.0,5.571428571428571,21.285714285714285
hashbrowns on wells,37.0,310.0,6.125,28.625
hatsu hana japanese restaurant,57.0,682.0,4.4,13.4
hatsu hana restaurant,57.0,682.0,4.0,24.0
hatsu hana restaurant/yellowtail sushi asian kit,57.0,682.0,3.0,15.5
haute diggity dawgs,28.0,737.0,1.0,15.0
haute sausage,38.0,92.0,5.333333333333333,19.0
havana grill,37.0,670.0,7.666666666666667,30.333333333333332
hawkeye bar grill inc,29.0,758.0,9.166666666666666,25.833333333333332
haymarket brewing company,29.0,784.0,5.5,24.5
haymarket center,29.0,63.0,0.0,15.0
haywood tavern,25.0,543.0,4.0,22.5
hb home bistro,57.0,731.0,3.0,15.0
hdog,53.0,173.0,4.0,4.0
hdog fast food,53.0,173.0,4.666666666666667,5.0
healthcare alternative systems,23.0,350.0,2.6666666666666665,15.333333333333334
healthy and simple juices,25.0,484.0,3.3333333333333335,24.0
healthy shape,26.0,61.0,2.0,46.0
heartland cafe,10.0,358.0,6.333333333333333,12.0
heartland cafe inc,10.0,358.0,8.0,10.0
hearty cafe pancake house,71.0,629.0,6.5,3.5
heaven on seven,38.0,580.0,7.0,26.571428571428573
heaven on seven on rush,37.0,626.0,5.5,26.0
heavenly,23.0,72.0,5.0,11.0
hector' club,14.0,24.0,1.5,7.5
hegewisch train station,52.0,586.0,0.0,1.0
helen borowicz,59.0,709.0,3.5,11.0
hellas gyros inc,76.0,145.0,4.0,5.75
hello ! inc,76.0,536.0,4.0,7.0
hello jasmine,33.0,263.3333333333333,4.0,10.0
hello sushibar thai cuisine,76.0,536.0,8.0,7.0
hello tacos! de cero,29.0,63.0,5.666666666666667,22.0
hema kitchen,44.0,66.0,7.5,10.583333333333334
herb restaurant,76.0,540.0,1.75,5.0
heritage bicycles general store,57.0,679.0,4.0,17.166666666666668
heritage outpost,31.0,611.0,7.5,10.25
heritage outpost lawrence house llc,31.0,634.0,5.0,6.0
heritage plaza,72.0,195.0,7.5,8.833333333333334
hermosa,21.0,75.0,3.0,3.6666666666666665
hernandez enterprises inc,10.0,49.0,5.5,10.5
hero coffee,28.666666666666668,355.6666666666667,7.0,22.0
hero coffee bar,40.666666666666664,277.0,6.0,16.666666666666668
heron valley jerk chicken,45.0,236.0,9.0,16.0
heros,46.0,110.0,2.0,2.6666666666666665
hershey chocolate world attr,37.0,104.0,1.6666666666666667,25.666666666666668
hersheys chicago store,37.0,104.0,2.0,24.0
hi-tops,68.0,769.0,6.0,16.0
hi-vibe,37.0,662.8,3.4,30.4
hibachi seafood buffet,52.0,787.0,8.0,1.0
hienie,48.0,527.0,5.0,4.75
higgins donut inc.,11.0,780.0,2.75,3.5
higgins tavern,57.0,710.0,3.0,18.25
high dive,25.0,462.0,5.666666666666667,20.833333333333332
high noon saloon,25.0,481.0,1.8,21.0
high tide poke,38.0,92.0,2.0,30.0
highline bar and lounge,37.0,670.0,6.0,23.25
highway house,36.0,656.0,3.5,3.5
hilarys cookies,6.0,28.0,1.5,7.5
hilda kitchen inc.,64.0,333.0,3.3333333333333335,22.333333333333332
hilltop,6.0,620.0,7.5,5.25
hilltop family restaurant inc.,6.0,620.0,6.5,5.0
hilltop restaurant inc,6.0,620.0,7.0,6.0
hilton garden inn chicago,38.0,580.0,5.0,29.0
hilton garden inn chicago down,37.0,626.0,4.0,26.428571428571427
hilton garden inn chicago north loop,38.0,580.0,3.0,16.0
hilton suites chicago magnificent mile,37.0,233.0,2.7142857142857144,27.5
him shikar,12.0,713.0,4.25,2.0
himalayan restaurant,38.0,368.0,12.0,32.0
himmel chicago,6.0,665.0,4.5,5.666666666666667
hira cafe,10.0,358.0,2.0,9.0
hiro cafe,57.0,684.0,8.0,17.0
hiromi oriental restaurant,14.0,119.0,3.0,7.5
ho choy,37.0,652.0,8.666666666666666,21.333333333333332
"ho fat lee chinese kitchen, i nc.",30.0,98.0,4.111111111111111,23.11111111111111
"ho ho chop suey-chicago,inc",70.0,487.0,5.0,20.333333333333332
ho ho restaurant,70.0,487.0,2.0,25.0
hoagy house,39.0,453.0,4.5,21.833333333333332
hoanh  long  restaurant,13.0,747.0,7.75,3.0
"hoanh long restaurant, inc.",13.0,747.0,14.0,6.0
hoe toy chop suey,41.0,431.0,4.0,4.0
hoe toy restaurant,41.0,431.0,4.0,2.0
holiday bar grill,29.0,784.0,2.0,25.0
holiday club,31.0,577.0,6.5,9.125
holiday inn chicago o'hare,36.0,551.0,8.5,4.0
holiday inn express mag mile cass,37.0,626.0,2.6,28.6
holiday inn suites,29.0,97.0,5.75,23.0
"hollywood food market, inc.",67.0,496.0,5.666666666666667,19.833333333333332
hollywood grill,25.0,482.0,6.2,20.0
holy taco!,68.0,744.0,13.333333333333334,13.0
home bistro,57.0,731.0,6.0,17.0
home of the hoagy,74.0,315.0,15.0,4.0
"home of the hoagy,inc",74.0,315.0,17.0,5.0
home run inn,41.333333333333336,176.0,6.222222222222222,10.333333333333334
home run inn pizza,53.0,587.0,5.0,5.8
home run inn pizza express in,74.0,314.0,4.0,5.0
home run inn pizzeria,60.4,647.6,4.4,12.4
homemade  pizza,46.0,647.0,2.0,8.0
homemade pizza,43.888888888888886,489.8888888888889,3.0,11.222222222222221
homemade pizza co.,6.0,665.0,1.0,6.0
"homemade pizza company, l.l.c.",37.0,159.0,3.6666666666666665,22.666666666666668
"homemade pizza company,l.l.c.",37.0,105.0,2.0,23.5
homeplate deuces the diamond club,57.0,211.0,6.0,16.833333333333332
homeslyce wheel house,68.0,744.0,7.8,11.0
homestead,13.0,747.0,3.0,3.0
homestyle taste,58.0,149.0,5.625,5.75
"hometeam pizza, inc.",25.0,521.0,6.0,20.0
homewood suites hotel,37.0,626.0,2.0,26.666666666666668
homewood suites-chicago-downtown/west loop,29.0,784.0,6.5,21.0
hon kee rest inc,31.0,634.0,9.25,6.25
honey,29.0,63.0,2.0,20.0
"honey ' s to go carryout, inc.",3.0,224.0,3.0,2.5
honey 1 bbq,11.6,479.4,6.2,12.0
honey baked ham co,41.0,431.0,1.3333333333333333,4.0
honey bear ham co,25.0,522.0,4.0,22.0
honey butter fried chicken,22.0,425.0,4.4,7.2
honey dessert of chicago,35.0,3.0,2.0,5.0
honey to go carryout,67.0,480.0,4.0,14.5
honeybaked ham,69.0,235.0,2.8,6.0
honeybaked ham and cafe,57.0,712.0,2.4285714285714284,12.285714285714286
honeygrow,38.0,580.0,2.0,25.0
"honeygrow, llc",29.0,63.0,4.0,31.0
honeymoon cafe inc,31.0,634.0,7.142857142857143,13.0
hong huah restaurant,19.0,58.0,9.428571428571429,11.571428571428571
hong kong buffet corporation,13.0,747.0,18.5,2.5
hong kong chef,31.0,577.0,10.0,10.0
hong kong chinese restaurant,15.0,360.0,5.8,8.8
"hong kong delight iii, inc",29.0,97.0,10.0,27.0
hong kong delight iv,1.0,222.0,4.166666666666667,8.666666666666666
hong kong express,32.0,263.0,4.8,12.0
hong kong restaurant,31.666666666666668,101.16666666666667,5.083333333333333,8.166666666666666
hong sik in,48.0,174.0,8.75,4.0
hong wing china delight,26.0,598.0,5.857142857142857,39.857142857142854
honky tonk barbeque,33.0,365.0,4.2,9.4
hook  fish and chicken,66.0,113.0,6.0,14.0
hooks fish chicken,48.857142857142854,218.0,7.285714285714286,16.0
hoosier mama pie company,25.0,518.0,5.571428571428571,23.142857142857142
hooters,36.0,551.0,7.833333333333333,2.8333333333333335
"hooters of wells st.,inc.",37.0,652.0,4.666666666666667,25.0
hop haus,37.0,652.0,3.0,24.0
hop haus rogers park,10.0,489.0,5.0,11.0
hop-cat chicago,68.0,18.0,4.0,10.5
hope coffeehouse,29.0,96.0,1.0,34.0
hopleaf bar,31.0,610.0,8.166666666666666,8.666666666666666
hoppin' hots,76.0,540.0,1.0,8.0
hops and barley,15.0,259.0,6.0,12.5
hopsmith tavern,37.0,230.0,2.75,27.5
horizon cafe,57.0,690.0,5.333333333333333,12.666666666666666
horse thief hollow,71.0,553.0,7.666666666666667,3.6666666666666665
horseshoe b.b.q,46.0,623.0,2.0,16.0
hot 'g' dog,31.0,633.0,10.25,8.0
hot diggity dogs,57.0,681.0,1.0,11.333333333333334
hot dog central,15.0,311.0,2.5,11.0
hot dog express,15.0,259.0,4.4,12.6
hot dog station,14.0,118.0,5.0,8.333333333333334
hot red grill,20.0,53.0,4.5,13.5
hot tamales,69.0,498.0,7.0,8.0
hot wok,49.0,715.0,6.0,3.5
hot wok chinese kitchen,49.0,715.0,3.5,3.5
hot woks cool sushi,35.18181818181818,368.0,6.090909090909091,16.454545454545453
hotchocolate,25.0,438.0,4.4,21.0
hotel  blake,38.0,92.0,1.0,28.5
hotel allegro,38.0,92.0,3.857142857142857,31.857142857142858
hotel burnham atwood cafe,38.0,92.0,7.8,24.4
hotel chicago,37.0,669.0,2.933333333333333,28.4
hotel emc2,37.0,158.0,3.5,32.0
hotel indigo chicago gold coast,37.0,17.0,3.75,26.75
hotel lincoln,68.0,271.0,4.285714285714286,11.357142857142858
hotel monaco,38.0,580.0,4.6,28.2
hotel palomar,37.0,626.0,1.3333333333333333,33.0
hotspot grill,10.0,340.0,9.5,7.0
houlihan,38.0,580.0,5.333333333333333,22.666666666666668
"hound dog, burger teriyaki  restaurant",25.0,546.0,5.125,21.25
houndstooth saloon,57.0,731.0,4.4,11.2
house of blues,37.0,669.0,6.5,22.666666666666668
house of fortune,35.0,3.0,7.6,4.8
house of hunan,68.0,185.0,11.25,11.25
house of wah sun,46.0,623.0,3.6666666666666665,4.333333333333333
house of wing,68.0,101.0,5.0,11.5
house of wings,68.0,101.0,5.0,19.5
howells hood,37.0,159.0,9.8,25.8
howl at the moon,37.0,669.0,4.5,24.5
hq beercade ii,37.0,652.0,5.333333333333333,24.666666666666668
hq howard quintero,16.0,23.0,2.0,10.0
hronos inc,15.0,131.0,4.833333333333333,12.333333333333334
hua chinese chop suey express,42.0,175.0,5.0,11.8
huamao restaurant inc.,29.0,758.0,27.0,27.0
huaraches dona chio,76.0,539.0,6.666666666666667,7.333333333333333
huaraches quesadillas mama quina,61.0,776.0,12.0,4.0
huaraches y quesadillas dona chio,14.0,258.0,5.125,6.75
hub 51 sub 51,37.0,670.0,5.142857142857143,28.857142857142858
hub gyros ii inc,6.0,29.0,8.166666666666666,4.666666666666667
hubbard inn,37.0,670.0,6.2,26.0
hubble hookah,17.0,458.0,3.1666666666666665,4.333333333333333
huck finn,63.0,6.0,5.0,4.75
huck finn donuts,56.0,2.0,4.714285714285714,2.4285714285714284
huddle house,14.0,118.0,6.2,6.6
hudson book corner/euro cafe,53.0,86.0,6.25,5.75
hugo frog bar,37.0,104.0,4.8,25.6
humberto pizzeria,56.0,720.0,4.833333333333333,2.0
hunan egg roll king,31.0,577.0,5.428571428571429,8.285714285714286
hunan spring,12.0,746.0,5.0,3.0
hunan wok,13.0,167.0,4.0,2.25
hunter tails,25.0,543.0,7.0,19.0
hutch,57.0,731.0,15.5,12.5
hutch american cafe,37.0,652.0,6.333333333333333,32.666666666666664
hutch american kitchen and bar,31.0,633.0,6.0,15.0
hvac pub,57.0,211.0,5.25,15.0
hvac pub/glacier city frozen yogurt,53.0,86.0,2.3333333333333335,5.666666666666667
hwa won,20.0,15.0,6.0,9.0
hyatt,29.0,784.0,3.5,27.5
hyatt center cafe @ niersbach,38.0,92.0,5.375,25.5
hyatt chicago magnificent mile,37.0,158.0,4.166666666666667,25.666666666666668
hyatt place,38.0,92.0,3.0,21.0
hyatt place chicago downtown river north,37.0,670.0,2.5,27.0
hyatt place chicago downtown the loop,38.0,92.0,3.0,28.0
hyatt place chicago south,8.0,500.0,8.5,4.5
hyatt regency,38.0,580.0,1.2222222222222223,21.666666666666668
hyatt regency mccormick place - chicago,34.0,193.0,3.0,4.8
hyde park cafe inc,8.0,502.0,5.0,5.0
hyde park gyros,8.0,499.0,10.0,5.0
hydedrabad house,20.0,53.0,10.0,9.0
hyderabad house family dining llc,20.0,320.0,7.833333333333333,9.833333333333334
hyderabad kabab corner inc.,20.0,31.0,6.5,10.5
